Warehouse,Location,PartLocationNo,StatusDescription,Low Level,Mid_Level,High_Level,Total PartNo,ProgramID
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.13.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.13.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.13.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.13.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.14.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.14.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.14.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.14.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.14.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.14.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.15.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.15.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.15.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.15.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.15.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.15.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.16.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.16.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.16.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.16.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.16.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.16.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.17.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.17.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.17.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.17.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.17.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.17.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.18.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.18.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.18.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.18.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.18.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.18.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.19.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.19.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.19.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.19.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.19.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.19.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.20.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.20.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.20.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.20.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.20.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.20.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01A,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01B,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01C,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01D,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01E,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01F,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.01H,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02B,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02C,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02D,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02E,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02F,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02G,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.01.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.01A,REPAIR,FGI,FGI,ARB FGI,6,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.01B,REPAIR,FGI,FGI,ARB FGI,6,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.01C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.01D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.01E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.01F,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.01H,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02A,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02B,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02C,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02D,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02F,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.02.02H,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.01A,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.01B,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.01C,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.01D,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.01E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.01H,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.02A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.02B,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.02C,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.02D,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.02E,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.02F,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.03.02G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.04.01A,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.04.01B,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.04.01C,REPAIR,FGI,FGI,ARB FGI,6,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.04.01D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.04.01E,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.04.01G,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01A,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01B,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01C,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01D,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01E,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01F,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.01H,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.02A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.02B,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.02C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.02D,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.02E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.05.02H,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.01A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.01B,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.01C,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.01D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.01E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.01G,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.01H,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02A,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02B,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02F,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02G,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.06.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.01A,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.01B,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.01C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.01D,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.01E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.01F,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.01H,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02B,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02F,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.07.02H,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01B,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01C,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01G,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.01H,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02A,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02B,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02C,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02D,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02F,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.08.02H,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.09.02A,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.09.02B,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.09.02C,REPAIR,FGI,FGI,ARB FGI,6,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.09.02D,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.09.02E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.09.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.09.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.01A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.01B,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.01D,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.01E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.01F,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.01G,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.02A,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.02B,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.02C,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.02D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.02E,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.02F,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.10.02H,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01A,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01B,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01C,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01F,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.01H,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02B,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02D,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02E,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02F,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02G,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BL.11.02H,REPAIR,FGI,FGI,ARB FGI,5,10053
